Target,Accuracy,K,Window_Size,Window_Overlap,Optimization_Level,Finite_Context,Time
english_polish_czech.txt,54.49,3,10,0.4,2,True,12.95
english_polish_czech.txt,33.23,3,10,0.4,2,False,12.827
english_polish_czech.txt,54.09,3,10,0.6,2,True,13.246
english_polish_czech.txt,33.63,3,10,0.6,2,False,13.008
english_polish_czech.txt,33.63,3,10,0.8,2,True,12.645
english_polish_czech.txt,58.98,3,10,0.8,2,False,14.951
english_polish_czech.txt,66.57,3,12,0,2,True,12.823
english_polish_czech.txt,0.0,3,12,0,2,False,12.649
english_polish_czech.txt,71.86,3,12,0.2,2,True,12.937
english_polish_czech.txt,33.63,3,12,0.2,2,False,12.875
english_polish_czech.txt,60.48,3,12,0.4,2,True,13.005
english_polish_czech.txt,34.33,3,12,0.4,2,False,12.746
english_polish_czech.txt,56.49,3,12,0.6,2,True,13.141
english_polish_czech.txt,18.06,3,12,0.6,2,False,12.831
english_polish_czech.txt,57.68,3,12,0.8,2,True,13.863
english_polish_czech.txt,34.33,3,12,0.8,2,False,13.506
english_polish_czech.txt,82.53,3,15,0,2,True,12.772
english_polish_czech.txt,82.53,3,15,0,2,False,12.7
english_polish_czech.txt,68.46,3,15,0.2,2,True,12.733
english_polish_czech.txt,68.46,3,15,0.2,2,False,12.863
english_polish_czech.txt,73.15,3,15,0.4,2,True,12.846
english_polish_czech.txt,33.93,3,15,0.4,2,False,12.679
english_polish_czech.txt,64.27,3,15,0.6,2,True,13.129
english_polish_czech.txt,34.23,3,15,0.6,2,False,12.813
english_polish_czech.txt,60.18,3,15,0.8,2,True,13.633
english_polish_czech.txt,34.23,3,15,0.8,2,False,13.053
english_polish_czech.txt,36.53,3,3,0,3,True,13.165
english_polish_czech.txt,41.72,3,3,0,3,False,13.457
english_polish_czech.txt,33.83,3,3,0.2,3,True,13.362
english_polish_czech.txt,42.51,3,3,0.2,3,False,13.807
english_polish_czech.txt,35.03,3,3,0.4,3,True,14.109
english_polish_czech.txt,39.02,3,3,0.4,3,False,14.191
english_polish_czech.txt,35.03,3,3,0.6,3,True,14.127
english_polish_czech.txt,39.02,3,3,0.6,3,False,14.24
english_polish_czech.txt,35.03,3,3,0.8,3,True,14.182
english_polish_czech.txt,39.02,3,3,0.8,3,False,14.229
english_polish_czech.txt,42.91,3,5,0,3,True,12.939
english_polish_czech.txt,25.45,3,5,0,3,False,13.054
english_polish_czech.txt,43.61,3,5,0.2,3,True,13.181
english_polish_czech.txt,40.52,3,5,0.2,3,False,13.191
english_polish_czech.txt,43.11,3,5,0.4,3,True,13.459
english_polish_czech.txt,56.49,3,5,0.4,3,False,13.495
english_polish_czech.txt,43.31,3,5,0.6,3,True,14.146
english_polish_czech.txt,57.78,3,5,0.6,3,False,13.804
english_polish_czech.txt,40.82,3,5,0.8,3,True,14.241
english_polish_czech.txt,56.29,3,5,0.8,3,False,15.083
english_polish_czech.txt,69.36,3,8,0,3,True,12.994
english_polish_czech.txt,41.02,3,8,0,3,False,12.866
english_polish_czech.txt,52.79,3,8,0.2,3,True,13.103
english_polish_czech.txt,41.02,3,8,0.2,3,False,13.018
english_polish_czech.txt,51.8,3,8,0.4,3,True,13.236
english_polish_czech.txt,40.52,3,8,0.4,3,False,13.154
english_polish_czech.txt,49.6,3,8,0.6,3,True,13.265
english_polish_czech.txt,53.89,3,8,0.6,3,False,13.584
english_polish_czech.txt,47.8,3,8,0.8,3,True,14.335
english_polish_czech.txt,60.68,3,8,0.8,3,False,14.922
english_polish_czech.txt,76.05,3,10,0,3,True,12.932
english_polish_czech.txt,33.23,3,10,0,3,False,12.828
english_polish_czech.txt,71.26,3,10,0.2,3,True,12.865
english_polish_czech.txt,17.66,3,10,0.2,3,False,12.815
english_polish_czech.txt,62.97,3,10,0.4,3,True,12.976
english_polish_czech.txt,33.23,3,10,0.4,3,False,13.067
english_polish_czech.txt,60.68,3,10,0.6,3,True,13.407
english_polish_czech.txt,33.63,3,10,0.6,3,False,12.922
english_polish_czech.txt,54.49,3,10,0.8,3,True,15.434
english_polish_czech.txt,40.82,3,10,0.8,3,False,14.753
english_polish_czech.txt,70.46,3,12,0,3,True,12.859
english_polish_czech.txt,0.0,3,12,0,3,False,12.781
english_polish_czech.txt,80.04,3,12,0.2,3,True,12.977
english_polish_czech.txt,33.63,3,12,0.2,3,False,12.79
english_polish_czech.txt,67.17,3,12,0.4,3,True,12.905
english_polish_czech.txt,34.33,3,12,0.4,3,False,12.762
english_polish_czech.txt,61.38,3,12,0.6,3,True,13.368
english_polish_czech.txt,18.06,3,12,0.6,3,False,12.882
english_polish_czech.txt,61.88,3,12,0.8,3,True,14.013
english_polish_czech.txt,34.33,3,12,0.8,3,False,13.474
english_polish_czech.txt,71.56,3,15,0,3,True,12.751
english_polish_czech.txt,71.56,3,15,0,3,False,12.694
english_polish_czech.txt,71.76,3,15,0.2,3,True,12.858
english_polish_czech.txt,71.76,3,15,0.2,3,False,12.689
